register_number,company_name,corp_number,office_type,business_type,valid_period,representative,address_jibun,address_road,phone,ad_phone,register_agency,operation_status
2019-서울서초-0060(대부업),주식회사 오파캐피탈대부,110111-7116737,본점,금전대부,2025.04.21~2028.04.21,윤준희,서울특별시 서초구 반포동 746번지 9호 서초빌딩 제3층 제302호,"서울특별시 서초구 사평대로 349, 서초빌딩 제3층 제302호 (반포동)",010-5858-8282,010-5858-8282,지방자치단체,영업중
2019-서울서초-0061(대부중개업),주식회사 오파캐피탈대부,110111-7116737,본점,대부중개,2025.04.21~2028.04.21,윤준희,서울특별시 서초구 반포동 746번지 9호 서초빌딩 제3층 제302호,"서울특별시 서초구 사평대로 349, 서초빌딩 제3층 제302호 (반포동)",010-5858-8282,010-5858-8282,지방자치단체,영업중
2019-서울서초-0070(대부업),주식회사 해밀자산대부,110111-5891737,본점,금전대부,2022.06.07~2025.06.07,김현주,서울특별시 서초구 방배동 895-6 토브엠 202호,"서울특별시 서초구 서초대로28길 13, 토브엠 2층 202호 (방배동)",02-391-8559,,지방자치단체,영업중
2019-서울서초-0075(대부업),영광드림대부,,본점,금전대부,2022.07.29~2025.07.29,김복희,서울특별시 서초구 방배동 439-5 용진빌딩,"서울특별시 서초구 동작대로 62, 용진빌딩 4층 425호 (방배동)",010-2681-1840,010-2681-1840,지방자치단체,영업중
2019-서울서초-0093(대부업),주식회사 제이더블유대부,110111-6280682,본점,금전대부,2022.09.16~2025.09.16,지장원,서울특별시 서초구 서초동 1599-2 LG서초에클라트 2003호,"서울특별시 서초구 반포대로14길 71, LG서초에클라트 2003호 (서초동)","02-451-8110, 010-4675-7006",,지방자치단체,영업중
2019-서울서초-0094(대부중개업),주식회사 제이더블유대부,110111-6280682,본점,대부중개,2022.09.16~2025.09.16,지장원,서울특별시 서초구 서초동 1599-2 LG서초에클라트 2003호,"서울특별시 서초구 반포대로14길 71, LG서초에클라트 2003호 (서초동)","02-451-8110, 010-4675-7006",,지방자치단체,영업중
2019-서울서초-0112(대부업),매화에셋대부 유한회사,110114-0113700,본점,금전대부,2022.09.26~2025.09.26,민경선,서울특별시 서초구 서초동 1535-7 베리타스빌딩 502호,"서울특별시 서초구 효령로49길 34, 베리타스빌딩 502호 (서초동)",010-2266-2051,010-2266-2051,지방자치단체,영업중
2019-서울서초-0127(대부업),주식회사 매화제일차대부,110111-6714714,본점,금전대부,2022.11.14~2025.11.14,민경선,서울특별시 서초구 서초동 1535-7 베리타스빌딩 지층 3호,"서울특별시 서초구 효령로49길 34, 베리타스빌딩 지층 3호 (서초동)",070-4047-7352,,지방자치단체,영업중
2019-서울성동-06(대부업),H Financial 대부,,본점,금전대부,2025.02.19~2028.02.19,황재민,서울특별시 성동구 용답동 238-2 오르세오피스텔,"서울특별시 성동구 자동차시장1길 94-15, 오르세오피스텔 4층 413호 (용답동)",010-9924-8334,,지방자치단체,영업중
2019-서울성동-00012(대부업),(주)예스오케이금융대부(Yes Ok Finance),110111-7142732,본점,금전대부,2025.03.24~2028.03.24,이해룡,서울특별시 성동구 홍익동 277번지,"서울특별시 성동구 무학로6길 35, 201호 (홍익동)",010-4747-2662,,지방자치단체,영업중
2019-서울성북-00002,성덕가설대부,,본점,금전대부,2019.06.25~2028.03.21,양석진,서울특별시 성북구 동선동4가 111번지 1호 골든타워,"서울특별시 성북구 동소문로 125, 골든타워 9층 903호 (동선동4가)",010-5325-0903,,지방자치단체,영업중
2019-서울특별시 성북구-00007,에이치씨 대부,,본점,금전대부,2019.10.21~2025.09.07,임현성,서울특별시 성북구 장위동 66번지 9호 창마빌딩,"서울특별시 성북구 화랑로33길 39, 창마빌딩 2층 오피스프렌즈 성북점 22호 (장위동)",010-7333-0000,,지방자치단체,영업중
2019-서울송파-0003(대부업),서울 대부 동산 관리,,본점,금전대부,2020.11.03~2026.09.21,이종수,서울특별시 송파구 마천동 119-7,"서울특별시 송파구 거마로20길 1, 2층 (마천동)",010-6338-7176,010-6338-7176,지방자치단체,영업중
2019-서울송파-0029(대부업),(주)제이케이부동산지분대부,110111-7094610,본점,금전대부,2019.05.17~2028.03.20,정재덕,서울특별시 송파구 가락동 98-7 거북이빌딩,"서울특별시 송파구 송파대로28길 13, 거북이빌딩 301호 (가락동)",02-443-3302,"02-443-3302, 010-6637-3302",지방자치단체,영업중
2019-서울송파-0051(대부업),더클래스대부(주),110111-7195210,본점,금전대부,2019.08.23~2025.07.21,허영진,서울특별시 송파구 가락동 98번지 7호 거북이빌딩,"서울특별시 송파구 송파대로28길 13, 거북이빌딩 3층 302-7호 (가락동)",010-2642-5958,,지방자치단체,영업중
2019-서울송파-0052(대부중개업),더클래스대부(주),110111-7195210,본점,대부중개,2019.08.23~2025.07.21,허영진,서울특별시 송파구 가락동 98번지 7호 거북이빌딩,"서울특별시 송파구 송파대로28길 13, 거북이빌딩 3층 302-7호 (가락동)",010-2642-5958,,지방자치단체,영업중
2019-서울송파-0060(대부업),주식회사론플러스대부,110111-7184536,본점,금전대부,2019.10.11~2025.09.08,양희주,서울특별시 송파구 잠실동 175번지 2호 위너스오피스텔1,"서울특별시 송파구 백제고분로 63, 위너스오피스텔1 508(표기상608)호 (잠실동)",02-2226-3388,"02-2226-3388, 010-3519-7707, 070-7117-3388",지방자치단체,영업중
2019-서울송파-0064(대부중개업),마이카119대부중개,,본점,대부중개,2019.11.21~2025.11.21,남정아,서울특별시 송파구 방이동 62-8 석정빌딩,"서울특별시 송파구 오금로13길 9, 석정빌딩 532호 (방이동)",1670-0536,010-8339-7645,지방자치단체,영업중
2019-서울양천-00001(대부업),진성대부,,본점,금전대부,2023.11.29~2026.11.29,이태성,서울특별시 양천구 신정동 971번지 20호 명성빌딩/6층 28호,"서울특별시 양천구 중앙로 294, 명성빌딩 6층 28호 (신정동)",02-6952-0855,"02-2605-0123, 02-2697-0022, 02-6949-5811",지방자치단체,영업중
2019-서울양천-00011(대부업),태은대부,,본점,금전대부,2025.02.26~2028.02.26,김성욱,서울특별시 양천구 목동 907번지 10호 현대파리지앙 507호,"서울특별시 양천구 목동서로 57, 현대파리지앙 507호 (목동)",010-6348-4800,010-6348-4800,지방자치단체,영업중
2019-서울양천-00024(대부업),엘제이자산운용대부 주식회사,110111-7257010,본점,금전대부,2022.10.17~2025.10.17,이정임,서울특별시 양천구 신정동 922번지 22호,"서울특별시 양천구 오목로 155-4, 2층 210호 (신정동)",010-9511-9043,010-9180-9232,지방자치단체,영업중
2019-서울영등포-1116(대부중개업),임마누엘대부중개,,본점,대부중개,2022.05.18~2025.05.18,이월자,서울특별시 영등포구 여의도동 11번지 11호 한서리버파크 1308호,"서울특별시 영등포구 여의서로 43, 한서리버파크 13층 1308호 (여의도동)",010-3046-4849,,지방자치단체,영업중
2019-서울영등포-2010(대부업),주식회사 일루비아대부,110111-7211983,본점,금전대부,2022.09.29~2025.09.29,이경희,서울특별시 영등포구 여의도동 61번지 여의도금호리첸시아 B동 220호,"서울특별시 영등포구 여의동로 213, B동 220호 (여의도동, 여의도금호리첸시아)",02-6337-0720,02-6337-0720,지방자치단체,영업중
2019-서울영등포-2011(대부중개업),주식회사 일루비아대부,110111-7211983,본점,대부중개,2022.09.29~2025.09.29,이경희,서울특별시 영등포구 여의도동 61번지 여의도금호리첸시아 B동 220호,"서울특별시 영등포구 여의동로 213, B동 220호 (여의도동, 여의도금호리첸시아)",02-6337-0720,02-6337-0720,지방자치단체,영업중
2019-서울영등포-2013(대부중개업),주식회사 제이원캐피탈대부,110111-6560844,본점,대부중개,2024.11.05~2027.11.05,김장원,서울특별시 영등포구 당산동4가 39-5 휘선빌딩 202호,"서울특별시 영등포구 당산로 159, 휘선빌딩 2층 202호 (당산동4가)",02-704-4320,,지방자치단체,영업중
2019-서울영등포-2016(대부중개업),주식회사 플로우파트너스대부,110111-7326401,본점,대부중개,2022.11.23~2025.11.23,조현미,서울특별시 영등포구 영등포동5가 81-1 영포복합건물,"서울특별시 영등포구 영중로24길 10, 영포복합건물 201호내 255호 (영등포동5가)",02-785-7080,02-785-7080,지방자치단체,영업중
2019-서울은평-0023(대부업),더원캐피탈대부,,본점,금전대부,2022.11.22~2025.11.22,최준호,서울특별시 은평구 녹번동 161번지 2호 407호,"서울특별시 은평구 응암로 377, 남곡빌딩 4층 407호 (녹번동)","02-357-0907, 02-357-0709",1577-9375,지방자치단체,영업중
2019-서울종로-00010(대부업),오늘자산관리대부,,본점,금전대부,2025.01.16~2028.01.16,김용석,서울특별시 종로구 당주동 160번지,"서울특별시 종로구 새문안로5길 13, 변호사회관 12층 4-1호 (당주동)",070-7730-3284,,지방자치단체,영업중
2019-서울종로-00016(대부업),주식회사 서울파이낸셜대부,110111-6014578,본점,금전대부,2025.01.23~2028.01.23,하도길,서울특별시 종로구 수송동 58번지 두산위브파빌리온,"서울특별시 종로구 삼봉로 81, 두산위브파빌리온 2층 220호 (수송동)",02-319-6300,,지방자치단체,영업중
2019-서울종로-00018(대부중개업),주식회사 서울파이낸셜대부,110111-6014578,본점,대부중개,2025.01.23~2028.01.23,하도길,서울특별시 종로구 수송동 58번지 두산위브파빌리온,"서울특별시 종로구 삼봉로 81, 두산위브파빌리온 220호 (수송동)",02-319-6300,,지방자치단체,영업중
2019-서울중구-0043(대부업),태흥대부,,본점,금전대부,2024.10.21~2027.10.21,김성종,서울특별시 중구 무교동 25번지 1호 원창빌딩 303호,"서울특별시 중구 세종대로20길 23, 원창빌딩 303호 (무교동)",02-774-5522,02-774-5522,지방자치단체,영업중
2019-서울중구-0048(대부업),태성투자 대부,,본점,금전대부,2022.11.25~2025.11.25,"신현수,신현수",서울특별시 중구 충무로1가 24-28 태평양빌딩 506-1호,"서울특별시 중구 명동2길 57, 태평양빌딩 506-1호 (충무로1가)",02-999-2325,02-999-2325,지방자치단체,영업중
2019-서울중구-0051(대부업),제이에스홀딩스대부,,본점,금전대부,2025.02.20~2028.02.20,오종석,서울특별시 중구 명동2가 50-14 유네스코회관,"서울특별시 중구 명동길 26, 유네스코회관 609호 (명동2가)",02-757-9933,02-757-9933,지방자치단체,영업중
2019-서울중구-0061(대부업),대부한빛,,본점,금전대부,2022.06.03~2025.06.03,유재헌,서울특별시 중구 충무로5가 2번지 1호 202호,"서울특별시 중구 퇴계로51길 11, 202호 (충무로5가)",02-2277-6004,010-5555-5282,지방자치단체,영업중
2019-서울중구-0068(대부업),코코케쉬프라자대부,,본점,금전대부,2022.09.16~2025.09.16,박동춘,서울특별시 중구 충무로4가 15-18 지층,"서울특별시 중구 충무로2길 23, 지층 (충무로4가)",02-2274-1599,02-2274-1599,지방자치단체,영업중
2019-서울중구-0069(대부중개업),코코케쉬프라자대부,,본점,대부중개,2022.09.16~2025.09.16,박동춘,서울특별시 중구 충무로4가 15-18,"서울특별시 중구 충무로2길 23, 현창빌딩 지층 (충무로4가)",02-2274-1599,02-2274-1599,지방자치단체,영업중
2019-서울중구-0076(대부중개업),SJ1대부,,본점,대부중개,2022.09.29~2025.09.29,김정훈,서울특별시 중구 을지로6가 23번지 타임캐슬 오피스텔,"서울특별시 중구 을지로 254, 타임캐슬 오피스텔 401-2호 (을지로6가)",02-2272-5804,02-2272-5804,지방자치단체,영업중
2019-서울중구-0075(대부업),SJ1대부,,본점,금전대부,2022.09.29~2025.09.29,김정훈,서울특별시 중구 을지로6가 23번지 타임캐슬 오피스텔,"서울특별시 중구 을지로 254, 타임캐슬 오피스텔 4층 401-2, B호 (을지로6가)",02-2272-5804,02-2272-5804,지방자치단체,영업중
2019-서울중구-0081(대부업),윤덕대부,,본점,금전대부,2022.10.19~2025.10.19,이미정,서울특별시 중구 충무로1가 25-34 301호,"서울특별시 중구 명동8나길 37, 301호 (충무로1가)",010-9651-2388,,지방자치단체,영업중
2019-서울중랑-0001(대부업),좋은친구들대부,,본점,금전대부,2024.11.14~2027.11.13,이정훈,서울특별시 중랑구 면목동 90번지 69호 혜원 A동 203호,"서울특별시 중랑구 봉우재로 164-1, A동 203호 (면목동, 혜원)",010-3535-9941,"010-5944-2828, 010-9721-3424",지방자치단체,영업중
2019-서울중랑-0013(대부업),한길캐피탈대부,,본점,금전대부,2023.05.24~2026.05.23,이태훈,서울특별시 중랑구 면목동 186번지 136호 2층 205호,"서울특별시 중랑구 중랑천로 64, 2층 205호 (면목동)",010-4236-9004,,지방자치단체,영업중
2019-울산남구-0009,베스트머니대부,,본점,금전대부,2025.01.21~2028.01.21,이창희,울산광역시 남구 삼산동 206번지 16호,"울산광역시 남구 삼산로355번길 28, 2층 (삼산동)",010-2159-0102,010-2159-0102,지방자치단체,영업중
2019-울산남구-0013,주식회사 케이엠글로벌투자대부,230111-0309368,본점,금전대부,2022.05.17~2025.05.17,권민호,울산광역시 남구 달동 1285번지 11호,"울산광역시 남구 삼산중로 7-1, 1층 (달동)",052-260-6391,052-260-6391,지방자치단체,영업정지
2019-울산남구-0014,버팀목24시대부,,본점,금전대부,2022.06.16~2025.06.16,정도원,울산광역시 남구 신정동 946번지 7호,"울산광역시 남구 신남로 41, 301호 (신정동)",010-6834-5710,010-6834-5710,지방자치단체,영업중
2017-울산남구-0023,OK대부,,본점,금전대부,2023.04.24~2026.04.23,윤상복,울산광역시 남구 삼산동 180-3,"울산광역시 남구 돋질로377번길 4, 401호 (삼산동)",010-5398-1233,010-5398-1233,지방자치단체,영업중
2019-울산남구-0025,뉴다줌기획대부,,본점,금전대부,2024.10.31~2027.10.31,백승규,울산광역시 남구 옥동 1386번지 도성아파트,"울산광역시 남구 문수로369번길 44, 도성아파트 20동 310호 (옥동)",010-3589-8228,"010-3589-8228, 010-4799-2193, 010-9657-4774",지방자치단체,영업중
2019-울산울주-0001,HY대부,,본점,금전대부,2022.04.25~2025.04.24,신영한,울산광역시 울주군 범서읍 천상리 639번지 4호,울산광역시 울주군 범서읍 천상중앙길 49,010-2609-0019,010-2609-0019,지방자치단체,영업중
2019-울산울주-0005,해피론대부,,본점,금전대부,2022.11.03~2025.11.02,주일관,울산광역시 울주군 온양읍 망양리 산 31번지 4호,"울산광역시 울주군 온양읍 원동2길 22, 213호",010-6564-2299,010-6564-2299,지방자치단체,영업중
